order_id,customer_id,product_id,product_name,category,quantity,total_amount,order_date
40,2158,33,Tablet,Electronics,4,3852.8,2025-07-14
41,1469,38,Jacket,Clothing,3,299.69,2025-01-22
42,1026,284,Yoga Mat,Sports,2,371.9,2025-08-14
43,2019,516,Chair,Home & Garden,1,420.01,2025-11-13
44,1016,477,Laptop,Electronics,4,4585.65,2025-06-21
45,2060,302,Phone,Electronics,3,2151.63,2025-10-07
46,1992,161,Yoga Mat,Sports,4,671.61,2025-04-26
47,1565,288,Tablet,Electronics,2,1819.22,2025-02-27
48,1154,393,Lamp,Home & Garden,2,960.17,2025-09-30
49,1758,408,Plant,Home & Garden,3,1134.67,2025-01-26
50,1035,512,Cricket Bat,Sports,3,329.82,2025-06-22
51,1470,51,Jeans,Clothing,4,604.36,2025-05-23
52,2148,342,Jacket,Clothing,2,415.19,2025-05-30
53,2077,53,Phone,Electronics,2,1771.04,2025-04-11
54,2126,350,Tablet,Electronics,1,1142.45,2025-07-15
55,1655,106,Jacket,Clothing,4,1286.49,2025-09-26
56,1830,346,Laptop,Electronics,4,3336.36,2025-10-02
57,1790,58,Laptop,Electronics,2,1945.39,2025-05-07
58,2119,488,Yoga Mat,Sports,2,154.97,2025-05-06
59,2212,247,Football,Sports,4,1034.93,2025-07-11
60,1996,220,Phone,Electronics,4,1251.82,2025-03-27
61,1957,474,Laptop,Electronics,2,681.36,2025-07-23
62,1356,100,Jacket,Clothing,4,223.25,2025-01-23
63,1761,325,Monitor,Electronics,2,1580.93,2025-05-27
64,1335,160,Plant,Home & Garden,4,2096.98,2025-09-04
65,1689,427,Tennis Racket,Sports,4,1086.34,2025-06-12
66,2191,285,Yoga Mat,Sports,1,165.89,2025-11-26
67,1498,90,Monitor,Electronics,2,2048.94,2025-08-30
68,2021,196,Phone,Electronics,2,1273.44,2025-04-25
69,2098,394,Table,Home & Garden,1,467.56,2025-08-05
70,1738,548,Shoes,Clothing,4,931.65,2025-06-26
71,1662,369,Monitor,Electronics,4,3480.54,2025-07-09
72,1866,62,Lamp,Home & Garden,1,322.17,2025-12-27
73,1396,396,T-Shirt,Clothing,2,161.99,2025-07-06
74,1264,384,Yoga Mat,Sports,4,1833.71,2025-10-11
75,1143,25,Jeans,Clothing,3,369.91,2025-03-10
76,2174,109,T-Shirt,Clothing,4,1039.1,2025-05-24
77,1397,163,Cricket Bat,Sports,3,201.98,2025-08-11
78,1657,74,Science Book,Books,3,129.66,2025-08-27
79,2197,393,Novel,Books,1,51.38,2025-05-21
80,1028,496,Cookbook,Books,2,100.64,2025-06-14
81,1510,132,Cookbook,Books,4,859.44,2025-11-23
82,1444,91,Tablet,Electronics,3,3250.38,2025-12-30
83,2149,220,Monitor,Electronics,3,930.65,2025-06-22
84,1455,1,Shoes,Clothing,4,1483.05,2025-11-13
85,1504,409,Plant,Home & Garden,2,606.18,2025-07-10
86,1133,173,Cookbook,Books,1,17.26,2025-02-27
87,1885,229,Laptop,Electronics,4,5347.63,2025-08-01
88,1046,143,Monitor,Electronics,4,2218.17,2025-08-21
89,1655,358,T-Shirt,Clothing,2,521.42,2025-01-12
90,2031,90,Shoes,Clothing,1,101.88,2025-05-02
91,1539,502,Shoes,Clothing,2,313.79,2025-08-08
92,1460,558,Laptop,Electronics,1,609.13,2025-08-08
93,1882,450,Phone,Electronics,2,1810.7,2025-09-13
94,1876,374,Phone,Electronics,2,582.71,2025-01-05
95,1176,63,Biography,Books,3,320.88,2025-09-24
96,1688,511,Jacket,Clothing,3,204.26,2025-04-08
97,1517,437,Tablet,Electronics,3,3887.18,2025-07-16
98,1713,78,T-Shirt,Clothing,1,111.84,2025-03-24
99,1684,449,Laptop,Electronics,3,1576.28,2025-07-24
100,1094,250,Plant,Home & Garden,2,178.64,2025-03-13
101,1267,401,Jeans,Clothing,3,700.78,2025-02-23
102,2230,75,Monitor,Electronics,3,2883.82,2025-08-17
103,1763,98,Phone,Electronics,4,2757.57,2025-08-14
104,1434,481,Lamp,Home & Garden,3,1348.18,2025-11-04
105,1758,133,Biography,Books,2,303.85,2025-04-16
106,1784,546,Cookbook,Books,4,430.31,2025-12-06
107,1125,111,Table,Home & Garden,1,362.27,2025-08-23
108,1094,281,Monitor,Electronics,4,1663.42,2025-01-08
109,1092,51,Science Book,Books,3,127.2,2025-06-09
110,1603,405,Laptop,Electronics,2,918.62,2025-06-19
111,1523,78,T-Shirt,Clothing,1,369.3,2025-12-12
112,1793,214,Monitor,Electronics,1,806.33,2025-09-06
113,1830,26,Phone,Electronics,3,851.93,2025-02-17
114,1718,526,Biography,Books,1,81.79,2025-10-30
115,1364,312,Lamp,Home & Garden,2,190.81,2025-06-03
116,1918,508,Monitor,Electronics,3,3274.84,2025-08-26
117,1738,485,Phone,Electronics,2,709.89,2025-01-15
118,1085,145,Monitor,Electronics,1,428.18,2025-05-06
119,1066,111,Laptop,Electronics,4,3353.72,2025-08-21
120,1622,554,Jeans,Clothing,2,432.59,2025-09-21
121,1314,377,Phone,Electronics,4,3225.49,2025-12-31
122,1623,446,Phone,Electronics,1,959.16,2025-01-04
123,1822,243,Monitor,Electronics,4,1563.28,2025-05-17
124,1919,468,Laptop,Electronics,4,4959.13,2025-08-11
125,1645,504,Tennis Racket,Sports,3,458.32,2025-04-28
126,1193,26,Table,Home & Garden,1,411.37,2025-12-01
127,1325,225,Tablet,Electronics,1,1080.84,2025-04-28
128,1000,550,Plant,Home & Garden,3,1207.4,2025-03-31
129,1844,10,Jacket,Clothing,3,207.75,2025-09-16
130,1897,321,Jeans,Clothing,4,796.11,2025-01-13
131,1776,95,Laptop,Electronics,1,536.53,2025-02-07
132,1235,459,Cricket Bat,Sports,4,2179.97,2025-11-30
133,1512,349,Tennis Racket,Sports,3,1079.19,2025-10-23
134,1269,165,Laptop,Electronics,1,648.57,2025-11-12
135,1573,42,Science Book,Books,2,128.32,2025-05-12
136,1615,422,Shoes,Clothing,4,989.7,2025-01-14
137,1992,503,Jacket,Clothing,3,416.52,2025-06-02
138,1103,391,T-Shirt,Clothing,4,253.52,2025-02-08
139,2038,478,Table,Home & Garden,4,1565.98,2025-04-21
140,1549,411,Biography,Books,1,128.69,2025-04-07
141,1597,118,Table,Home & Garden,4,2321.35,2025-11-18
142,1227,15,Science Book,Books,3,148.12,2025-12-31
143,1046,130,Novel,Books,1,165.14,2025-11-20
144,1793,11,Monitor,Electronics,3,3020.86,2025-10-26
145,2157,346,Tennis Racket,Sports,2,415.79,2025-07-19
146,1140,460,Tennis Racket,Sports,2,510.88,2025-04-14
147,2156,106,Tablet,Electronics,4,4495.27,2025-10-20
148,2013,296,Lamp,Home & Garden,2,622.89,2025-02-20
149,1813,420,Science Book,Books,3,510.7,2025-04-11
150,1566,309,Laptop,Electronics,1,673.44,2025-05-29
151,1116,244,Tablet,Electronics,1,600.15,2025-06-03
152,1385,347,Jacket,Clothing,2,367.65,2025-07-29
153,1875,25,Jacket,Clothing,3,281.21,2025-09-08
154,2184,156,Jeans,Clothing,1,245.12,2025-06-26
155,1848,148,Laptop,Electronics,3,2139.27,2025-03-25
156,1560,141,Shoes,Clothing,3,864.98,2025-11-23
157,1951,285,Jacket,Clothing,3,445.0,2025-07-30
158,2167,371,Chair,Home & Garden,2,193.68,2025-01-19
159,1987,264,Jeans,Clothing,2,345.44,2025-04-23
160,1799,162,Science Book,Books,3,182.15,2025-09-23
161,2201,313,Jacket,Clothing,3,615.58,2025-12-15
162,1442,54,Tablet,Electronics,3,1048.54,2025-09-12
163,2074,264,Laptop,Electronics,3,2763.62,2025-04-07
164,2101,491,Tablet,Electronics,4,5136.61,2025-10-15
165,1181,7,Tennis Racket,Sports,1,175.43,2025-08-11
166,2108,548,Chair,Home & Garden,3,414.43,2025-05-27
167,1814,386,Table,Home & Garden,2,482.9,2025-07-16
168,1260,226,Monitor,Electronics,4,3208.66,2025-10-20
169,1853,158,Science Book,Books,4,206.36,2025-12-30
170,1127,115,Jeans,Clothing,3,525.18,2025-08-12
171,1236,278,T-Shirt,Clothing,4,549.47,2025-10-08
172,1441,75,Biography,Books,2,76.17,2025-01-29
173,1041,34,Biography,Books,1,114.41,2025-12-22
174,1587,342,T-Shirt,Clothing,2,153.29,2025-03-28
175,1645,268,Laptop,Electronics,3,2814.58,2025-08-07
176,1905,476,Chair,Home & Garden,3,1296.01,2025-06-22
177,1129,292,Table,Home & Garden,4,2261.85,2025-11-06
178,1010,227,Chair,Home & Garden,1,382.0,2025-06-13
179,1663,312,Yoga Mat,Sports,3,292.38,2025-09-03
180,2171,507,Tablet,Electronics,3,3552.79,2025-08-15
181,1153,17,Jeans,Clothing,1,68.78,2025-03-14
182,1041,131,T-Shirt,Clothing,3,301.32,2025-01-25
183,1101,44,Tablet,Electronics,4,2121.04,2025-12-20
184,2040,497,Novel,Books,1,159.17,2025-11-26
185,1215,81,Phone,Electronics,4,5178.61,2025-12-05
186,1709,89,Table,Home & Garden,4,798.6,2025-07-19
187,1488,288,Lamp,Home & Garden,2,975.69,2025-12-31
188,1980,335,Lamp,Home & Garden,1,464.51,2025-03-27
189,1687,477,Chair,Home & Garden,3,2122.12,2025-11-24
190,1934,159,Jeans,Clothing,4,272.56,2025-04-13
191,2121,183,Tablet,Electronics,4,3891.97,2025-05-11
192,1496,397,Jacket,Clothing,3,668.74,2025-01-04
193,2131,546,Plant,Home & Garden,1,397.32,2025-11-07
194,2164,39,Monitor,Electronics,1,1374.19,2025-10-01
195,1476,272,Laptop,Electronics,2,2122.48,2025-11-14
196,1265,3,Science Book,Books,1,118.7,2025-12-25
197,1323,432,Shoes,Clothing,2,227.64,2025-05-26
198,1584,140,Phone,Electronics,3,2838.23,2025-11-01
199,1938,319,Football,Sports,1,425.13,2025-07-17
200,1225,310,Yoga Mat,Sports,2,615.21,2025-06-02
201,2130,506,Chair,Home & Garden,2,540.55,2025-08-14
202,1053,521,Table,Home & Garden,1,136.68,2025-02-16
203,1418,145,Cricket Bat,Sports,1,216.83,2025-06-27
204,1780,89,Tablet,Electronics,3,3357.14,2025-04-30
205,1951,541,Jeans,Clothing,1,171.45,2025-11-19
206,1169,537,Novel,Books,2,113.0,2025-01-09
207,1983,328,Jacket,Clothing,2,300.66,2025-05-04
208,1913,114,Plant,Home & Garden,2,275.96,2025-02-06
209,1348,40,Shoes,Clothing,2,589.19,2025-04-25
210,1215,92,Lamp,Home & Garden,1,466.86,2025-05-27
211,1780,170,Science Book,Books,4,275.56,2025-12-29
212,1699,557,Monitor,Electronics,2,1968.25,2025-01-07
213,1534,551,Science Book,Books,3,190.7,2025-06-09
214,1588,224,Tablet,Electronics,2,550.35,2025-01-12
215,1016,448,Monitor,Electronics,1,720.66,2025-12-26
216,1466,412,Jacket,Clothing,4,632.24,2025-03-15
217,1988,484,Table,Home & Garden,1,568.36,2025-10-05
218,2040,22,Monitor,Electronics,4,1298.22,2025-01-12
219,1305,285,Lamp,Home & Garden,2,1075.5,2025-09-27
220,1947,33,Jacket,Clothing,3,179.3,2025-01-07
221,1946,482,Monitor,Electronics,4,962.96,2025-02-27
222,2122,157,Laptop,Electronics,4,2477.83,2025-02-08
223,1973,539,Tablet,Electronics,2,1778.12,2025-03-25
224,1988,84,Cookbook,Books,4,497.66,2025-01-21
225,1569,163,T-Shirt,Clothing,1,212.81,2025-01-15
226,1491,60,Laptop,Electronics,4,3408.09,2025-07-27
227,1519,562,Laptop,Electronics,1,708.32,2025-03-20
228,1959,378,Lamp,Home & Garden,1,462.97,2025-06-30
229,2176,273,Table,Home & Garden,3,434.35,2025-08-10
230,1520,501,Plant,Home & Garden,4,698.91,2025-06-15
231,1394,72,Tablet,Electronics,4,2838.79,2025-03-05
232,1337,11,Jeans,Clothing,4,1060.17,2025-04-05
233,1101,88,Chair,Home & Garden,4,1239.98,2025-09-24
234,2069,310,Tablet,Electronics,1,316.53,2025-06-09
235,1713,2,Plant,Home & Garden,1,243.17,2025-08-30
236,1588,103,T-Shirt,Clothing,1,160.37,2025-04-26
237,1121,428,Monitor,Electronics,2,1008.28,2025-05-23
238,1634,359,Monitor,Electronics,1,1028.33,2025-01-09
239,1715,318,Chair,Home & Garden,2,1051.35,2025-09-21
240,1382,208,Science Book,Books,3,285.95,2025-01-07
241,1409,14,Jeans,Clothing,2,108.34,2025-01-03
242,1086,301,Phone,Electronics,4,1596.92,2025-01-12
243,1749,309,Lamp,Home & Garden,3,1590.02,2025-12-22
244,1913,352,Lamp,Home & Garden,4,760.11,2025-07-30
245,1923,445,Jacket,Clothing,3,488.64,2025-07-21
246,1352,159,Monitor,Electronics,3,1986.97,2025-11-28
247,1804,382,Shoes,Clothing,4,841.82,2025-01-04
248,1946,250,Tennis Racket,Sports,2,578.91,2025-04-06
249,1577,295,Plant,Home & Garden,4,2474.79,2025-12-01
250,1636,530,Monitor,Electronics,2,1420.02,2025-09-25
251,1866,478,Lamp,Home & Garden,1,456.78,2025-10-09
252,1333,553,Tablet,Electronics,2,833.18,2025-01-02
253,1013,130,Tablet,Electronics,1,698.11,2025-08-19
254,1027,261,Laptop,Electronics,3,3216.56,2025-03-07
255,1300,10,Tablet,Electronics,4,2453.79,2025-10-30
256,1843,133,Phone,Electronics,4,2328.38,2025-12-16
257,1512,284,Monitor,Electronics,4,2611.96,2025-11-09
258,2227,556,Laptop,Electronics,3,3010.83,2025-06-14
259,1619,334,Jacket,Clothing,3,257.33,2025-09-08
260,2043,119,Monitor,Electronics,1,402.49,2025-10-09
261,2082,206,Laptop,Electronics,1,569.82,2025-11-21
262,1241,126,Plant,Home & Garden,1,412.28,2025-08-04
263,2208,495,Cricket Bat,Sports,1,162.97,2025-02-08
264,1150,336,Jacket,Clothing,4,533.33,2025-05-06
265,2031,352,Tennis Racket,Sports,3,298.91,2025-12-07
266,2198,119,Monitor,Electronics,2,2149.13,2025-10-17
267,1113,303,Cricket Bat,Sports,2,712.14,2025-05-25
268,1344,1,Shoes,Clothing,3,1006.81,2025-10-29
269,2076,220,Tablet,Electronics,2,2126.66,2025-10-31
270,1574,89,Tablet,Electronics,2,2159.59,2025-03-14
271,1588,324,Novel,Books,1,116.0,2025-06-08
272,1018,279,Table,Home & Garden,2,897.43,2025-03-23
273,1821,65,Jacket,Clothing,1,132.1,2025-03-30
274,1916,417,Monitor,Electronics,3,3452.38,2025-11-12
275,1101,3,Laptop,Electronics,3,2782.24,2025-09-24
276,1453,12,Shoes,Clothing,4,1165.83,2025-04-27
277,1974,43,Tablet,Electronics,1,874.83,2025-10-27
278,1497,21,Table,Home & Garden,2,1299.56,2025-12-30
279,2140,51,Monitor,Electronics,4,4868.61,2025-05-04
280,1469,373,Laptop,Electronics,1,469.53,2025-10-02
281,1750,144,Monitor,Electronics,1,785.25,2025-06-05
282,1001,345,Phone,Electronics,2,1344.39,2025-03-18
283,2131,159,Jacket,Clothing,3,749.84,2025-03-15
284,1444,84,Plant,Home & Garden,1,558.55,2025-10-25
285,2195,141,Jacket,Clothing,2,416.58,2025-06-22
286,1725,521,Table,Home & Garden,1,196.89,2025-08-08
287,1681,49,Plant,Home & Garden,2,806.75,2025-03-13
288,1049,60,Laptop,Electronics,4,4161.41,2025-06-01
289,1914,439,Chair,Home & Garden,2,285.75,2025-06-13
290,1482,432,Jacket,Clothing,1,305.55,2025-04-18
291,2183,77,Monitor,Electronics,4,1831.51,2025-01-11
292,1769,554,Jeans,Clothing,1,121.96,2025-11-16
293,1458,531,Jacket,Clothing,1,98.52,2025-10-07
294,1287,36,Table,Home & Garden,2,809.0,2025-06-16
295,1072,70,Laptop,Electronics,4,2647.09,2025-05-16
296,1560,517,Tablet,Electronics,1,523.23,2025-11-12
297,1775,67,Tablet,Electronics,1,933.55,2025-08-18
298,1341,172,T-Shirt,Clothing,2,182.95,2025-11-22
299,1353,442,Chair,Home & Garden,3,792.36,2025-10-13
300,1286,208,Football,Sports,1,134.8,2025-10-30
301,1054,515,Jeans,Clothing,1,123.2,2025-01-12
302,1347,517,Football,Sports,3,327.3,2025-04-25
303,1320,84,Plant,Home & Garden,4,1520.63,2025-05-01
304,1799,460,Table,Home & Garden,4,1342.26,2025-06-10
305,1480,361,Cookbook,Books,1,56.91,2025-05-31
306,1968,407,Monitor,Electronics,1,1512.0,2025-11-27
307,1261,101,Cricket Bat,Sports,3,1251.11,2025-05-23
308,1560,429,Shoes,Clothing,3,443.84,2025-02-11
309,1133,526,Shoes,Clothing,2,495.02,2025-03-08
310,1577,466,Laptop,Electronics,3,3748.1,2025-12-13
311,1265,253,Cricket Bat,Sports,4,889.41,2025-01-25
312,1832,238,Biography,Books,3,471.87,2025-04-20
313,1901,482,Monitor,Electronics,3,2429.13,2025-01-25
314,1536,12,Phone,Electronics,4,4667.21,2025-03-20
315,1542,447,Tennis Racket,Sports,4,2061.31,2025-11-30
316,1253,467,Chair,Home & Garden,3,1112.22,2025-05-10
317,1777,253,T-Shirt,Clothing,3,261.39,2025-12-11
318,1982,149,Lamp,Home & Garden,1,151.68,2025-03-24
319,1882,260,Phone,Electronics,2,2030.48,2025-09-20
320,1100,221,Plant,Home & Garden,1,233.2,2025-12-25
321,2086,483,Plant,Home & Garden,2,575.04,2025-04-26
322,1454,510,Tablet,Electronics,2,1452.35,2025-08-17
323,1404,471,Phone,Electronics,3,3337.3,2025-09-03
324,1064,242,Monitor,Electronics,1,279.82,2025-01-13
325,1172,497,Chair,Home & Garden,2,569.8,2025-06-09
326,1307,510,Jacket,Clothing,1,81.97,2025-09-13
327,1593,436,Tablet,Electronics,4,4612.69,2025-08-20
328,1553,17,Cookbook,Books,1,165.82,2025-04-23
329,2153,97,Chair,Home & Garden,1,112.1,2025-03-01
330,1231,200,Cookbook,Books,4,610.88,2025-10-04
331,1855,416,Laptop,Electronics,4,1740.61,2025-06-22
332,2031,87,Yoga Mat,Sports,1,77.85,2025-11-29
333,1407,148,Chair,Home & Garden,3,284.82,2025-06-01
334,1365,399,Table,Home & Garden,3,762.3,2025-08-16
335,1562,352,Yoga Mat,Sports,4,1046.59,2025-09-18
336,1991,360,Phone,Electronics,2,2484.18,2025-08-08
337,1945,169,Table,Home & Garden,3,449.46,2025-02-18
338,1766,488,Yoga Mat,Sports,2,720.58,2025-09-23
339,1159,288,Laptop,Electronics,1,1037.73,2025-12-17
340,1782,183,Lamp,Home & Garden,2,1033.55,2025-09-30
341,1845,414,Tablet,Electronics,3,2046.83,2025-05-04
342,1685,122,Tennis Racket,Sports,4,1253.46,2025-04-23
343,1496,530,Science Book,Books,3,460.22,2025-09-25
344,1301,236,Table,Home & Garden,1,424.28,2025-12-26
345,1661,466,Tablet,Electronics,2,1214.97,2025-08-23
346,1435,463,Laptop,Electronics,3,4207.02,2025-10-10
347,1460,353,Shoes,Clothing,4,890.68,2025-10-05
348,1018,108,Jacket,Clothing,2,400.0,2025-01-23
349,2134,129,Plant,Home & Garden,1,287.55,2025-05-16
350,2127,491,Lamp,Home & Garden,1,503.47,2025-08-12
351,1301,66,Laptop,Electronics,4,3823.59,2025-08-19
352,1499,314,Laptop,Electronics,1,1063.24,2025-03-27
353,2037,377,Laptop,Electronics,2,2440.76,2025-05-01
354,2014,101,Plant,Home & Garden,3,1344.58,2025-03-11
355,2155,227,Monitor,Electronics,1,902.12,2025-01-20
356,1821,38,Phone,Electronics,1,408.91,2025-12-25
357,1940,516,Tablet,Electronics,1,595.88,2025-01-20
358,1335,536,Jacket,Clothing,4,822.4,2025-07-05
359,1158,319,Table,Home & Garden,3,1381.93,2025-07-07
360,2132,117,Phone,Electronics,4,4025.63,2025-03-17
361,1431,183,Biography,Books,3,117.51,2025-06-22
362,1830,476,Chair,Home & Garden,2,244.42,2025-04-26
363,2019,401,Lamp,Home & Garden,1,402.36,2025-04-28
364,2070,124,Plant,Home & Garden,4,2143.9,2025-07-17
365,1836,254,T-Shirt,Clothing,2,589.82,2025-03-02
366,1562,547,Jeans,Clothing,1,70.44,2025-09-02
367,1048,356,Jacket,Clothing,1,284.34,2025-03-15
368,1742,313,Tablet,Electronics,2,1792.36,2025-10-22
369,1685,543,Laptop,Electronics,2,1212.82,2025-11-12
370,1724,342,Football,Sports,4,302.69,2025-12-30
371,1269,400,Monitor,Electronics,3,4061.86,2025-04-30
372,1204,228,Table,Home & Garden,1,107.45,2025-03-11
373,1249,196,Tablet,Electronics,2,1148.37,2025-12-29
374,2093,203,Monitor,Electronics,3,1616.28,2025-05-07
375,1198,142,Yoga Mat,Sports,4,763.06,2025-06-03
376,2105,305,Table,Home & Garden,1,354.75,2025-03-10
377,1383,490,T-Shirt,Clothing,1,87.81,2025-06-10
378,1288,354,Phone,Electronics,3,3547.4,2025-03-22
379,1422,494,Jacket,Clothing,1,187.21,2025-03-27
380,1852,112,T-Shirt,Clothing,2,515.56,2025-01-05
381,2167,344,Phone,Electronics,2,2046.15,2025-05-05
382,1570,243,Cookbook,Books,4,618.02,2025-05-18
383,1390,383,Biography,Books,4,198.78,2025-10-04
384,1375,381,Plant,Home & Garden,2,1005.06,2025-08-20
385,2049,254,Jeans,Clothing,4,265.2,2025-03-07
386,2011,436,Tablet,Electronics,1,442.32,2025-08-15
387,1708,268,Jacket,Clothing,2,286.82,2025-11-03
388,1475,72,Shoes,Clothing,4,933.11,2025-10-24
389,1237,468,Science Book,Books,3,302.31,2025-04-14
390,1847,40,Jeans,Clothing,3,1119.97,2025-12-31
391,2014,260,Shoes,Clothing,1,246.15,2025-01-08
392,1543,16,Cookbook,Books,2,261.38,2025-05-17
393,2012,162,Football,Sports,3,812.88,2025-01-21
394,1246,537,Phone,Electronics,2,653.83,2025-05-08
395,1929,227,Tablet,Electronics,1,371.47,2025-06-03
396,1645,377,Laptop,Electronics,1,1062.31,2025-07-30
397,1456,131,Jacket,Clothing,4,508.84,2025-08-01
398,1155,417,Cookbook,Books,2,68.93,2025-09-05
399,1040,314,Tablet,Electronics,2,2045.42,2025-11-03
400,1895,289,Lamp,Home & Garden,4,1637.95,2025-05-30
401,2089,454,Tablet,Electronics,2,797.89,2025-09-05
402,1967,191,Biography,Books,1,61.94,2025-09-04
403,1142,313,Phone,Electronics,1,390.59,2025-07-10
404,1459,207,Phone,Electronics,4,3285.3,2025-02-08
405,1218,558,Laptop,Electronics,2,1496.8,2025-04-01
406,1839,542,Shoes,Clothing,1,156.71,2025-07-09
407,1280,83,Science Book,Books,4,127.08,2025-12-10
408,1283,63,Yoga Mat,Sports,2,773.22,2025-06-22
409,1632,398,Shoes,Clothing,3,965.48,2025-10-02
410,1675,376,Laptop,Electronics,1,409.81,2025-10-13
411,1820,334,Phone,Electronics,3,1692.49,2025-08-15
412,1067,127,Plant,Home & Garden,3,1479.88,2025-09-21
413,2085,494,Plant,Home & Garden,1,260.26,2025-06-07
414,2012,324,Science Book,Books,1,149.31,2025-07-20
415,1479,343,Cookbook,Books,4,93.07,2025-03-06
416,1173,26,Shoes,Clothing,2,135.01,2025-02-16
417,1532,505,Phone,Electronics,4,4064.18,2025-11-03
418,1347,76,Plant,Home & Garden,3,481.57,2025-01-28
419,1193,361,Jeans,Clothing,4,672.9,2025-06-11
420,1213,262,Jacket,Clothing,2,101.46,2025-06-02
421,1361,424,Tablet,Electronics,3,2503.58,2025-04-03
422,1652,302,Shoes,Clothing,1,55.49,2025-07-08
423,1403,341,Tablet,Electronics,3,2450.15,2025-12-19
424,1617,233,Shoes,Clothing,2,164.96,2025-12-29
425,1552,183,T-Shirt,Clothing,1,70.61,2025-01-17
426,1778,127,Novel,Books,4,330.03,2025-05-27
427,1018,109,Laptop,Electronics,4,6345.39,2025-11-28
428,1601,453,Plant,Home & Garden,1,552.8,2025-04-13
429,2004,324,Monitor,Electronics,2,753.77,2025-08-03
430,1593,84,Jacket,Clothing,4,836.14,2025-05-27
431,1654,105,Tennis Racket,Sports,2,606.43,2025-02-10
432,1909,377,Lamp,Home & Garden,3,448.18,2025-07-29
433,1453,387,Monitor,Electronics,4,3867.53,2025-06-04
434,2104,311,Shoes,Clothing,2,272.27,2025-09-25
435,1573,279,Jeans,Clothing,1,83.21,2025-02-18
436,1276,429,Cookbook,Books,4,349.1,2025-04-17
437,2053,451,Laptop,Electronics,2,1087.89,2025-07-07
438,2064,75,Shoes,Clothing,3,224.16,2025-03-04
439,2141,290,Jeans,Clothing,3,511.44,2025-04-10
440,2219,559,Laptop,Electronics,3,2365.72,2025-02-25
441,1913,325,Laptop,Electronics,2,1756.42,2025-05-06
442,2227,434,Shoes,Clothing,4,442.63,2025-11-17
443,1442,155,Shoes,Clothing,4,1164.02,2025-03-08
444,1261,245,Monitor,Electronics,4,2507.66,2025-11-11
445,1124,35,Laptop,Electronics,2,1856.52,2025-02-06
446,1200,431,Biography,Books,2,137.98,2025-10-12
447,2007,165,Laptop,Electronics,1,944.72,2025-10-05
448,1364,343,T-Shirt,Clothing,2,301.66,2025-12-08
449,2132,341,Jeans,Clothing,2,150.87,2025-02-20
450,1299,499,Tablet,Electronics,1,842.03,2025-05-19
451,1482,435,Monitor,Electronics,4,4761.37,2025-04-21
452,1103,165,Science Book,Books,4,421.21,2025-08-02
453,1516,64,Plant,Home & Garden,4,1590.0,2025-05-25
454,2163,395,Jeans,Clothing,3,272.79,2025-09-03
455,2207,524,T-Shirt,Clothing,1,150.03,2025-01-20
456,1665,228,Yoga Mat,Sports,3,265.4,2025-10-31
457,1406,499,Laptop,Electronics,2,2434.02,2025-07-22
